name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Josh Chardonnay,United States,California,N/A,Chardonnay,Still wine,$18.19,$13.99,"Josh Cellars is a negociant brand, so we don’t own a winery or any vineyards, much like some of the world’s greatest chateaux in Bordeaux & Burgundy. We do, however, work with California’s best growers to build a  superior  wine  blend. Our winemaker spent over a decade making sparkling wine at one of the world’s largest and most  prestigious champagne houses, where blending distinct lots is essential to making great wine. Those experiences make him uniquely qualified to source and assemble wine blends of great character and complexity, in the signature Josh Cellars style: fruit forward and rich, with approachable tannins and a long finish.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Bodega Septima Malbec,Argentina,Cuyo,Mendoza,Malbec,Still wine,$13.69,$9.99,"100% Malbec. The best from Valle de Uco and Agrelo, perfect lands for growing the emblematic Argentine grape variety. Produced under high quality standards, this Malbec is kept for 6 months in third-use American oak barrels. Fresh cherry, toasty and vanilla notes obtained from the oak, acidity and alcohol content are perfectly balanced with soft and delicate tannins. This is the perfect line of wines for New World wine lovers.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Lindemans Cabernet-Merlot Bin 80,Australia,South Eastern Australia,N/A,"Cabernet Sauvignon,Merlot",Still wine,,$5.99,"Lindeman’s wines contain the spirit and passion of its founder, Dr. Henry J. Lindeman, whose philosophy was to craft wines for everyday enjoyment.In 1843, Dr. Lindeman planted his first vineyard on his 330-acre property ‘Cawarra’ in the Hunter Valley of New South Wales. One hundred years later, the Lindeman’s Wine Company became a public listed company.By cellaring wines and not releasing them for sale until they had properly matured, Dr. Lindeman earned a reputation for producing wine of the highest quality. In 1973, the Lindeman’s Winery at Karadoc was built to cater for the increasing consumer demand for Lindeman’s wines around the world.Lindeman’s Bin 65 Chardonnay was first crafted for the Canadian market and launched in 1985 in response to the popularity of the Lindeman’s style of wines in the northern hemisphere. Following its success in Canada and the United States, Lindeman’s Bin 65 was ‘brought home’ to Australia in 1991.The winemaking team of nine is spread across Victoria and South Australia. Wayne Falkenberg and his team at the Lindeman’s Karadoc Winery produce wines for the Cawarra, Bin Series and Premier Selection labels, whilst the team based in the Coonawarra produce the Reserve and Coonawarra Trio wines.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Chateau de Fargues Sauternes,France,Bordeaux,Sauternes,"Semillon,Sauvignon Blanc",Still wine,$-0.01,$199.00,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Carmel Sacramental Kosher,United States,New York,N/A,Non-Varietal Red Blend,Still wine,,$8.99,"Carmel Winery is the historic winery of Israel. It was founded in 1882 by Baron Edmond de Rothschild, owner of Chateau Lafite in Bordeaux. Carmel owns the two largest wineries in Israel, at Rishon Le Zion, south of Tel Aviv and at Zichron Ya’acov, south of Haifa. Each has deep underground cellars built by Rothschild in the 19th century.The story of Carmel represents the story of Israel, and the recent developments of Carmel’s wine, symbolizes the revolution of Israeli wine in recent years.Carmel Winery has 3,472 acres of vineyards, which cover the land of Israel from the Upper Galilee in the north, to the Negev in the south. Carmel’s winemakers can therefore choose from vineyards with different terroirs from all the wine regions in Israel. Carmel has a particularly strong vineyard presence in the cooler climate of the Upper Galilee, from where many of the leading wines are sourced.Carmel’s Rishon Le Zion Wine Cellars, built in 1890, is the oldest winery in Israel still in use. Two future Israeli prime ministers worked there and the first ever use of electricity and telephone in Israel was at the winery. Rishon Le Zion is now the fourth biggest city in Israel and it has literally grown around the winery, which sits in the center of a residential area. Carmel’s main blending & bottling facility is at Rishon Le Zion, which is also where the company’s head office is located.Carmel’s Zichron Ya’acov Wine Cellars, built in 1892, is the largest winery in Israel. On the premises is a modern, state-of-the-art facility making small quantities of quality wines from Carmel’s finest vineyards. The most advanced, modern winemaking technology blends in with the historic 120 year old cellars. The name of the winery is in memory of Edmond de Rothschild’s father, Baron James Jacob (Ya’acov) de Rothschild, who purchased the famous Bordeaux winery, Chateau Lafite, for the Rothschild family. Zichron Ya’acov is a charming town which still has an atmosphere of pre-state Israel. It is situated south of Haifa on the southern slopes of Mount Carmel, overlooking the Mediterranean Sea.Lior Lacser is the Chief Winemaker of Carmel Winery. He is a graduate of CFPPA in Beaune in Burgundy. He has experience in both Burgundy and Bordeaux having worked at Domaine Comte Armand, Pommard and at Chateau le Bon Pasteur, Pomerol. He worked with Michel Rolland, one of the most influential winemakers in the world today. He followed this with work experience in Australia, working for Harman’s Ridge Estate in the Margaret River region of West Australia. He joined Carmel in 2003 and was appointed the Chief Winemaker of Carmel Winery in 2005.Lacser heads a department of eight winemakers, and works closely with a team of expert viticulturists.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Naked Grape Chardonnay,United States,California,N/A,Chardonnay,Still wine,$9.29,$6.99,"At The Naked Grape, we believe that great wine comes from looking underneath the skin to expose the honest fruit flavors that are innate to every grape. Liberate your true flavor with seven delicious varietals; Chardonnay, Cabernet Sauvignon, Pinot Noir, Pinot Grigio, Moscato, Harvest Red Blend, and Malbec",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Naked Grape Cabernet Sauvignon,United States,California,N/A,Cabernet Sauvignon,Still wine,$9.29,$6.99,"At The Naked Grape, we believe that great wine comes from looking underneath the skin to expose the honest fruit flavors that are innate to every grape. Liberate your true flavor with seven delicious varietals; Chardonnay, Cabernet Sauvignon, Pinot Noir, Pinot Grigio, Moscato, Harvest Red Blend, and Malbec",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Naked Grape Pinot Noir,United States,California,N/A,Pinot Noir,Still wine,$9.29,$6.99,"At The Naked Grape, we believe that great wine comes from looking underneath the skin to expose the honest fruit flavors that are innate to every grape. Liberate your true flavor with seven delicious varietals; Chardonnay, Cabernet Sauvignon, Pinot Noir, Pinot Grigio, Moscato, Harvest Red Blend, and Malbec",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Marenco Pineto Brachetto D Acqui,Italy,Piedmont,Acqui,Brachetto,Still wine,,$17.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Layer Cake Pinot Noir,United States,California,Central Coast,Pinot Noir,Still wine,$19.69,$13.98,"The goal for our Layer Cake wines is to maintain distinct varietal correctness and expression of terroir with whatever wine we make. The Layer Cake Pinot Noir follows the same path, but Pinot Noir is a much more finicky grape. It can be very rewarding, and incredibly challenging, to make a wine that has good extraction, ripe rich flavors, complex yet delicate aromatics and fine balance on the palate.With our Layer Cake Pinot Noir, we’ve achieved that goal and more. Fermented gently at cool temperatures to preserve aromatics, the wine was gently pressed and aged in French oak; partly new, but also much of it in our once-used Cherry Pie barrels. The result is a rich, delicious wine that screams Pinot Noir and fits right into the Layer Cake Wines line up.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Naked Grape Pinot Grigio,United States,California,N/A,Pinot Gris,Still wine,$9.29,$6.99,"At The Naked Grape, we believe that great wine comes from looking underneath the skin to expose the honest fruit flavors that are innate to every grape. Liberate your true flavor with seven delicious varietals; Chardonnay, Cabernet Sauvignon, Pinot Noir, Pinot Grigio, Moscato, Harvest Red Blend, and Malbec",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Sutter Home  Pink Moscato,United States,California,N/A,Muscat Rose A Petits Grains,Still wine,$13.69,$9.97,"At Trinchero Family Estates, our passion for winemaking and delivering the most inspiring flavors from around the globe began more than 60 years ago. In 1947, brothers John and Mario Trinchero traveled to St. Helena, California, near the renowned Napa Valley growing region, and purchased Sutter Home Winery. With its first Sutter Home harvest in 1948, the Trinchero Family crushed three tons of grapes, beginning a long and fruitful history as one of the world’s leading producers of fine wines.As the Trinchero family expanded, so too did the company. Mario’s son Bob joined the team in 1958, eventually becoming the head winemaker after his uncle John retired. Bob focused on growing his family’s efforts, and just 10 years after coming on board, he helped Sutter Home become the first north coast winery to produce commercial wine from Sierra Foothill grapes. He even developed the revolutionary White Zinfandel varietal, which he perfected through innovation, creativity, and a bit of luck in suffering through a ”stuck” fermentation in 1975. With the help of his brother Roger, his wife Evelyn, and his sister Vera, Bob was able to capitalize on the growing demand for White Zinfandel and expand Sutter Home even further.In the 1980s and 1990s, the Trinchero family continued its efforts to produce high-quality, affordably priced varietal wines by purchasing several more California vineyards in areas with choice weather and soil conditions. The family has never lost sight of Sutter Home’s original philosophy to offer ”a great product for a fair price,” even as it acquired more vineyards and additional wineries.Today, with Roger Trinchero leading the way, Trinchero Family Estates represents over 27 brands in the United States and Australia, including Sutter Home, Little Boomey, Menage a Trois, Napa Cellars, and Trinchero Napa Valley. Sutter Home is also the proud sponsor of the Build a Better Burger contest, which pits culinary contestants in an annual burger cookoff to win cash prizes and bragging rites. In all, the last 60 years have been a period of heavy growth and exciting innovation for the Trinchero family, and we look forward to enjoying many more successful years to come.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
