,merchant,address,name,regprice,description,country,region,subregion,variety,type
799,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Windisch Dornfelder,$12.99,"German wine styles are defined by law. Each style of wine must have a minimum must weight, which is determined at the time the grapes are picked. In Germany, must weight is described in Oechsle degrees. The riper the grape, the higher the degrees Oechsle, and the higher the final alcohol content of the wine. This measurement determines the classification of each wine, as you’ll see.A great sweet ...",GERMANY,RHEINHESSEN,N/A,DORNFELDER,Still wine
800,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quinta Do Portal 10Yr Wht Port,$24.99,,N/A,N/A,N/A,N/A,N/A
801,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Villa Sparina Gavi,$16.99,"
Located in Monterotondo, the heart of Gavi DOC, Villa Sparina was founded by Mario Moccagatta. The winery is currently run by Mario, along with his two sons Stefano and Massimo. Head enologist Beppe Caviola, one of the foremost winemakers in Piemonte, has brought Gavi to new heights exploring the full potential of the Cortese grape. All of the Villa Sparina wine are produced from estate ... click for more details
Sku: 69650  
",N/A,N/A,N/A,N/A,N/A
802,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Atalon Sauv Blanc,$14.99,"
The soul of the Atalon story is a ghost winery dating back to 1888. Built by General W.S. Keyes, the white-stone building atop Howell Mountain claims a stake in Napa Valley viticultural lore. At the turn of the twentieth century, General Keyes was producing wines considered to be among the best in Napa County from this old landmark. 


Drawing fruit from selected vineyards, the ... click for more details
Sku: 69658  
",UNITED STATES,CALIFORNIA,N/A,SAUVIGNON BLANC,Still wine
803,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dalva White Port,$16.99,"
With a wide range of Colheita and white Port wines; arises a visionary innovation by inviting portuguese chefs for the exclusive and limited Port wine editions; by launching the Rosé; the Moscatel and twenty five years after the Douro DOP table wines... finally, the Golden White, a serious investment in the launch of a rare white Colheita per decade.


C. da Silva wines are the ... click for more details
Sku: 70402  
",N/A,N/A,N/A,N/A,N/A
804,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Santa Alba Cabernet Sauvignon,$10.99,"
The grapes that go into our wines belong to Colchagua, Curicó and Maule Valleys, appellations that enjoy a Mediterranean climate. Winters are cold and rainy while summers are warm during the day and cool at night, mostly due to the cold air coming down from the Andes Mountains, a condition that is perfect for good maturation of the aromas and polyphenols of our grapes. In addition to having ... click for more details
Sku: 70454  
",N/A,N/A,N/A,N/A,N/A
805,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Adorn Cabernet Sauvignon,$10.99,"
Flavors of cherry and blue fruit notes, rounded out by a hint of oak help create this soft and easy drinking Cabernet Sauvignon.
""A terrific value!! Noticeable cherry, plum, raspberry and cassis flavors are followed by supple tannins, spice and a hint of vanilla."" The Wine Buyer, Best ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
806,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Roco Gravel Road Pinot Noir,$23.99,"The hills in the Willamette Valley are punctuated by gravel roads, which lead to the regions finest vineyards. ROCO's Gravel Road Pinot Noir is a blend of several of the distinctive vineyards including the Soles' own Wits' End Vineyard in the Chehalem Mountains AVA. An outstanding value, the Gravel Road Pinot Noir flavor profile surpasses many other wineries flagship Pinot Noirs. The old world ...",N/A,N/A,N/A,N/A,N/A
807,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pence Santa Rita Hills Pinot Noir,$26.99,"
DRIVEN BY AN OBSESSION
For most of my adult life, I have been obsessed with Pinot Noir and Chardonnay. For many years, I travelled to France, and more specifically to Burgundy, trying to understand the making of what I believe to be the world’s greatest wines. Over time, I became friends with the vignerons there, learned of their respect for terroir, and their dedication to its primacy. I ... click for more details
Sku: 73816  
",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
808,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fleur de Mer Rose,$27.99,"Throughout the rolling hills and valleys of Provence, fields of lavender thrive in the warm sun and fresh, crisp seaside air. In French, Fleur de Mer means “Flower of the Sea,” and our wine celebrates the region’s famed fields of flowers and vines that bask in the warm summer sun. An elegant Provençal Rosé, Fleur de Mer honors the region’s 2,600-year-old historical tradition of crafting ...",N/A,N/A,N/A,N/A,N/A
809,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Proemio Empezar Malbec,$15.99,"At Proemio we take care of our vines sustainably, certified organic by OIA in 2017, focused on caring for the environment and maintaining a positive role in the local community. Our grapes come from different terroirs with unique soils, altitude and climates.Ripe black-plum aromas veer towards prune without fully going there. A full chewy palate holds blackberry and plum flavors, while this ...",N/A,N/A,N/A,N/A,N/A
810,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kloof Street Chenin Blanc,$22.99,"The Kloof Street Chenin Blanc comes from three sustainably farmed vineyard parcels in different parts of the Swartland: One parcel of 35 year old Chenin planted in the stony Shale and Schist based soils of Kasteelberg, and two parcels of 40+ year-old dry land, bush vine Chenin grown in the decomposed Granite soils of the Paardeberg. After pressing, the juice is racked to tank (85%) and older ...",N/A,N/A,N/A,N/A,N/A
811,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Erste+Neue Pinot Grigio,$16.99,"This is a highly quality minded co-op from the German speaking Sudtirol region in northern Italy. The nose shows a hit of stone fruits with light peanut skin and lime zest and a just there spice tone. The palate is mid-weight with lime, stone fruits and classic Pinot Grigio peanut skin. Lovely classic Co-Op.""Green apple, elderflower and citrus aromas form the nose. The fruity sensations carry ...",N/A,N/A,N/A,N/A,N/A
812,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sileni Sauvignon Blanc,$13.99,"Sileni Estates was born from a long standing interest in wine by Graeme Avery, a pharmaceutical scientist and former owner of medical publishing company Adis International. In late 1997, along with financial director Chris Cowper and winemaker Grant Edmonds, he established Sileni as an export oriented producer, committed to crafting world-class fine wines.


The winery is named after ...",NEW ZEALAND,HAWKES BAY,N/A,SAUVIGNON BLANC,Still wine
813,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Veuve Clicquot Champagne Brut Yellow Label,$109.99,"Founded in 1772 by Philippe Clicquot-Muiron, Veuve Clicquot played an important role in establishing champagne as a favored drink of haute bourgeoisie and nobility throughout Europe. The 1811 comet vintage of Veuve Clicquot is theorized to have been the first truly ""modern"" Champagne due to the advancements in the méthode champenoise which Veuve Clicquot pioneered through the technique of remuage.",N/A,N/A,N/A,N/A,N/A
814,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pépière Muscadet-Sèvre et Maine Sur Lie,$16.99,"Like for all Pépière Muscadet wines, the fruit is direct-pressed and the juice settled naturally for 12 hours. It is then fermented in stainless steel tanks with natural yeasts; the wine is aged on its lees in large, underground vats until bottling without fining or filtering. Use of sulfur is moderate to very little.
Scented with green apple, lime, quarry dust, and a hint of elder flower. Low-...",FRANCE,LOIRE,MUSCADET,MELON DE BOURGOGNE,Still wine
815,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cakebread Sauvignon Blanc,$37.99,"Over 30 years ago, Jack Cakebread came to photograph the Napa Valley for a book and while there, he casually mentioned his interest in one day owning a vineyard to some family friends who had a ranch in Rutherford. When he returned home that afternoon, the phone rang and it was the family friends offering to sell their property. He headed back up to the valley that same afternoon to make his best ",UNITED STATES,CALIFORNIA,NAPA COUNTY,SAUVIGNON BLANC,Still wine
816,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Saint Clair Sauvignon Blanc Marlborough Wairau Reserve,$27.99,"Saint Clair Family Estate was founded by Neal and Judy Ibbotson who are the directors of the winery with more than 30 years viticulture knowledge of the Marlborough region. The company is a family business with the next generation also involved.
Son Tony is responsible for the design of all Saint Clair’s packaging, promotional material and advertising. He owns a design consultancy ...",NEW ZEALAND,MARLBOROUGH,WAIRAU RIVER,SAUVIGNON BLANC,Still wine
817,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Foillard Morgon Cote du Py,$59.99,"Jean Foillard took over his father’s domaine in 1980; the biggest part of the vineyards are planted on the Côte du Py, the famed slope outside the town of Villié-Morgon and justifiably the pride of Morgon. The estate totals 11 hectares and the vineyards grow on slopes with crumbly schist soils that give the Gamay a unique expression.

Notes of red berries and cherries are notable on both the ...",FRANCE,BURGUNDY,BEAUJOLAIS,GAMAY,Still wine
818,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sterling Vineyards Sauvignon Blanc Vintner's Collection,$13.99,"Sterling Vineyards sources wines of exceptional quality from the staggering slopes of Diamond Mountain Ranch, the flat valley floor of Three Palms Vineyard, and many other diverse terroirs throughout Napa Valley and other select California regions. The Sterling Vineyards winemaking team believes that our wines should express true varietal character. We craft each wine with this in mind, choosing ...",UNITED STATES,CALIFORNIA,CENTRAL COAST,SAUVIGNON BLANC,Still wine
819,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Gary Farrell Russian River Pinot Noir,$47.99,"Gary Farrell Winery is a special place. Perched atop a hillside overlooking the serene and enigmatic Russian River Valley, the winery is a tribute to Gary’s winemaking vision –– with a striking pristine character that aptly reflects a craftsman’s ruthless attention to detail.This beautiful wine offers a simply outstanding array of complex aromas, opening with fresh raspberry, black cherry ...",UNITED STATES,CALIFORNIA,SONOMA COUNTY,PINOT NOIR,Still wine
820,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Barefoot Cabernet Sauvignon,$13.99,"Barefoot is honored to be the most awarded wine brand in the world for its innovative approach to winemaking and diverse collection of delicious, refreshing wines.

Barefoot Cabernet Sauvignon is one of the original and most traditional red wine types in the Barefoot portfolio. It has aromas of blackberry and notes that will surprise and delight as you enjoy the velvety, smooth finish....",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
821,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Yellow Bird Shiraz,$8.99,"Yellow Bird wines are sourced from exceptional fruit parcels from several of Australia’s wine regions to create excellent, affordable wines. The utmost care is taken in every step of the winemaking process. From harvesting to crushing to fermentation and beyond, these wines are a shining example of price to quality ratio!“An attractive Aussie Shiraz with plums and black berry fruits layered with ...",AUSTRALIA,SOUTH AUSTRALIA,N/A,SYRAH,Still wine
822,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Two Vines Cabernet Sauvignon,$15.99,"At Columbia Crest we pride ourselves on delivering handcrafted, superior-quality small-lot wines, as well as affordable everyday Washington wines. Our first release in 1984 started a tradition that has established us as one of America’s most popular and fast-growing wineries.Strawberry, cherry and cola aromas and flavors harmoniously flow into the silky and soft palate that culminates into a long ",UNITED STATES,WASHINGTON,COLUMBIA VALLEY,CABERNET SAUVIGNON,Still wine
823,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Delhommeau Muscadet St Vincent,$14.99,"Near the end of the Loire river, just before it runs out to sea, the river cuts through one of the most complex geological formations in the viticultural world. The area to the south of the city of Nantes is perhaps the most impressive part of the geological wonder, with smaller rivers and tributaries winding through a web of hard granite, both decomposed and firm slate (schist), gneiss, chalk, ...",FRANCE,LOIRE,MUSCADET,MELON DE BOURGOGNE,Still wine
